TID,UA
TID_CLAN_JOIN_FAILED_IN_TUTORIAL,"Пройди навчання, щоб вступити в клуб."
TID_CLAN_INTRO_INVITE,ВІДПРАВИТИ ЗАПРОШЕННЯ
TID_INVITE_CLAN_TOKEN_ERROR,Помилка під час створення запрошення
TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS,Тільки президент клубу може запрошувати нових учасників.
TID_FRIENDS_FACEBOOK_CONNECT,Під'єднання
TID_FRIENDS_PAGE_INVITE,ВІДПРАВИТИ ЗАПРОШЕННЯ
TID_SHARE_GAME_ROOM_POST_MESSAGE,"Натисни на посилання, щоб вступити в команду гравця <name> у Gale Brawl!"
TID_SHARE_GAME_ROOM_POST_TITLE,Запросити в команду
TID_ROOM_CODE_COPIED_TO_CLIPBOARD,Ідентифікатор команди скопійований у буфер обміну!
TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM,ОК
TID_TEAM_INVITE_BUTTON_LABEL,ПОДІЛИТИСЯ КОДОМ
TID_TEAM_INVITE_EXPIRED,Термін дії запрошення від гравця <NAME> минув.
TID_TEAM_INVITATION_POPUP_TITLE,ЗАПРОШЕННЯ В КОМАНДУ
TID_TEAM_INVITATION_POPUP_SYSTEM_INVITE,ТУРНІРНИЙ БІЙ
TID_TEAM_INVITATION_POPUP_MUTE_SYSTEM,ЗАГЛУШИТИ\nНА 10 ХВИЛИН
TID_TEAM_INVITATION_POPUP_ACCEPT,ПРИЙНЯТИ
TID_TEAM_INVITATION_POPUP_REJECT,ВІДХИЛИТИ
TID_TEAM_INVITATION_POPUP_MUTE,ЗАГЛУШИТИ ГРАВЦЯ <NAME>\nНА 10 ХВИЛИН
TID_BATTLE_ROYALE_5,Кислотні озера
TID_DAILY_COINS_COLLECTED_END_SCREEN,Бойові жетони\nзакінчилися
TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD,У цій версії неможливо здійснювати купівлі за реальні гроші.
TID_SHOP_CHINA_WARNING,Попередження: грай відповідально
TID_GATCHA_AD_STATUS_VIEW,ДИВИТИСЯ РЕКЛАМУ ДЛЯ\nПОДВОЄННЯ НАГОРОДИ!
TID_GATCHA_AD_STATUS_VIEW_CHOISELESS,ОТРИМАТИ БІЛЬШЕ НАГОРОД
TID_GATCHA_AD_STATUS_OUT_OF_VIEWS,Вичерпано ліміт денних переглядів
TID_GATCHA_AD_STATUS_NO_VIDEO,Немає доступного відео
TID_GATCHA_AD_CONTINUE_BUTTON_TITLE,ПРОДОВЖИТИ
TID_AD_DOUBLER_TITLE,ВИБРАТИ НАГОРОДУ ДЛЯ ПОДВОЄННЯ
TID_AD_DOUBLER_CONTINUE,ПРОДОВЖИТИ
TID_GATCHA_CONTINUE,ПРОДОВЖИТИ
TID_HINT_23,Деякі бійці краще за інших підходять для окремих карт і подій.
TID_HINT_24,Бійці далекого бою загалом краще себе проявляють на відкритих картах.
TID_HINT_25,Бійці ближнього бою краще проявляють себе на місцевості з укриттями та кущами.
TID_SPEC_ABI_SELF_DESTRUCT,Прощальний залп
TID_SPEC_ABI_SELF_DESTRUCT_DESC,"Після знищення гармата Пенні дає залп із <VALUE2> бомб по ворогах, що перебувають поблизу. Кожна бомба завдає <c00cc00><VALUE1></c> очок шкоди."
TID_EVENT_LIST_BRAWL,ГРАТИ
TID_INVITE_COPIED_TO_CLIPBOARD,Посилання для запрошення скопійоване в буфір обміну!
TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM,ОК
TID_FRIEND_INVITE_POST_MESSAGE,"Натисни на посилання, щоб додати гравця <friend> у друзі в Gale Brawl!"
TID_FRIEND_INVITE_POST_TITLE,Запроси друга!
TID_ALLIANCE_JOIN_POST_MESSAGE,"Натисни на посилання, щоб вступити у мій клуб у Gale Brawl!"
TID_ALLIANCE_JOIN_POST_TITLE,Запропонуй другу вступити у твій клуб!
TID_KEY_BAR_FULL,Є <VALUE> жетонів. Пора в бій!
TID_HOMESCREEN_MODE_LOCKED,"Збери <COUNT> трофеїв, щоб битися тут!"
TID_GAMEROOMS_PLAYERS_ONLINE,ДРУЗІВ У МЕРЕЖІ: <count>
TID_ARTILLERY_DUDE_SHORT_DESC,СТРІЛЕЦЬ
TID_HAMMER_DUDE_SHORT_DESC,ВАЖКОВАГОВИК
TID_HAMMER_DUDE_DESC,Помах молота Френка породжує вибухову хвилю. Його неймовірно потужний Супер приголомшує супротивників!
TID_HAMMER_DUDE_WEAPON,УДАР МОЛОТА
TID_HAMMER_DUDE_WEAPON_DESC,"Френку потрібен час, щоб як слід розмахнутися, але його удар настільки сильний, що породжує вибухову хвилю."
TID_HAMMER_DUDE_ULTI,ПРИГОЛОМШЛИВИЙ УДАР
TID_HAMMER_DUDE_ULTI_DESC,"Грандіозний удар Френка породжує вибухову хвилю, яка знищує укриття та на час приголомшує супротивників."
TID_SPEC_ABI_STEAL_SOULS2,Викрадення сили
TID_SPEC_ABI_STEAL_SOULS2_DESC,"Френк забирає силу поверженого ворога, додаючи до свого пошкодження <c00cc00><VALUE1> %</c> на <VALUE2> с.!"
TID_ONLINE_FRIENDS_TITLE,ГРАВЦІ В МЕРЕЖІ
TID_BATTLE_ROYALE_TEAM_INTRO_TEXT,Залишіться останньою в живих командою!
TID_VS_TEAM_SHOWDOWN,Усі команди одна проти одної!
TID_FIRST_WIN,ЗОРЯНИЙ ЖЕТОН
TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY,Твоя команда краща за всіх!
TID_HOMESCREEN_MODE_LOCKED_INFO,Розблокується після отримання <count> трофеїв
TID_HOMESCREEN_LEAGUE_BUTTON_TITLE,ШЛЯХ ДО СЛАВИ
TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT,ЗАБРАТИ
TID_STAR_POWERS_TITLE,ЗОРЯНІ СИЛИ
TID_STAR_POWER_STATUS_1_1,<c00ff00>ВИБРАНО</c>
TID_STAR_POWER_STATUS_0_0,У тебе немає цієї зоряної сили
TID_STAR_POWERS_PICK,ВИБРАТИ
TID_LEAGUE_NAME_0,ДЕРЕВ'ЯНА
TID_LEAGUE_NAME_1,БРОНЗОВА
TID_LEAGUE_NAME_2,СРІБНА
TID_LEAGUE_NAME_3,ЗОЛОТА
TID_LEAGUE_NAME_4,АЛМАЗНА
TID_LEAGUE_NAME_5,МАЙСТЕРСЬКА
TID_LEAGUE_NAME_6,ЕЛІТНА
TID_LEAGUE_NAME_7,ЗОРЯНА
TID_SPECIAL_EVENTS,ПОДІЯ ДНЯ
TID_SPECIAL_EVENT,Особлива подія
TID_SPECIAL_EVENT_DESC,"Заходь щодня, щоб узяти участь у події дня!"
TID_SPECIAL_EVENTS_MOD,ОСОБЛИВА ПОДІЯ
TID_SPECIAL_EVENT_MOD_DESC,Стеж за появою особливих подій дня!
TID_PLAYING_AGAIN,Грати знову <c11ee11><NUMBER>/<NUMBER2></c>
TID_PLAYING_AGAIN_NO_PLAYERS,Грати знову
TID_BRAWL_BOX_INFO_TITLE_1,ВІДОМОСТІ ПРО ВЕЛИКИЙ ЯЩИК
TID_BRAWL_BOX_INFO_1,"Відкривання великого ящика дорівнює відкриванню 3 ящиків, але очки сили за такої умови розподіляються між меншою кількістю бійців.\n\nШанси отримання нагород у кожній із трьох спроб відкривання випадкового ящика:"
TID_GATCHA_ERROR_NOT_ENOUGH_WINS,"Збери 10 зоряних жетонів, щоб відкрити великий ящик!"
TID_KEY_BAR_INFO_DOUBLE_TOKEN_EVENT,"ПОДІЯ З ПОДВОЄНИМИ ЖЕТОНАМИ\nЗаробляй удвічі більше <c33a5d7>жетонів</c> у звичайних боях.\n\nЖетони потрібні, щоб відкривати ящики."
TID_HERO_BUNDLE_19,Скарб Пенні
TID_HERO_BUNDLE_20,Таємниця Френка
TID_KEY_BAR_INFO,"<c33a5d7>Жетони</c>, які можна заробити в боях.\n\nЖетони потрібні, щоб відкривати ящики."
TID_KEY_BAR_INFO_DOUBLE_TOKEN_EVENT,"ВИХІДНІ З ПОДВОЄНИМИ ЖЕТОНАМИ\nЗаробляй удвічі більше <c33a5d7>жетонів</c> у звичайних боях.\n\nЖетони потрібні, щоб відкривати ящики."
TID_NEW_ONLINE_FRIEND,ГРАВЕЦЬ У МЕРЕЖІ
TID_NEW_GAME_ROOM,НОВА КОМАНДА
TID_KEY_BAR_TITLE,"ЖЕТОНИ, ЯКІ МОЖНА ДОБУТИ В БОЮ"
TID_PLAYAGAIN_QUIT,ВИЙТИ
TID_BATTLE_END_WAITING,Чекаємо інших
TID_ERROR_REPLAY_WAITING,Чекаємо початку повтору
TID_ERROR_REPLAY_NOT_POSSIBLE,Повтор недоступний
TID_ERROR_SPECTATE_WAITING,Чекаємо початку спостереження
TID_ERROR_SPECTATE_NOT_POSSIBLE,Гравець зараз не б'ється
TID_BRAWL_TV_STARTING,Завантаження BrawlTV...
TID_ERROR_BRAWL_TV_WAITING,Очікування ввімкнення BrawlTV
TID_BRAWL_TV_QUIT,Канал <NUM> BrawlTV
TID_ERROR_BRAWL_TV_TUNE_FAILED,Нічого на каналі <NUM> BrawlTV — перемикаємо
TID_BRAWL_TV_BATTLE_END_RETURN_HOME,Наступний через <NUM> с.
TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON,Автовідтворення
TID_BRAWL_TV_OFF_RETURN_HOME,Вимкнути TV
TID_FIRST_WIN_INFO_SURVIVAL,"Отримай <cff8E1b>зоряний жетон</c> за перший бій проти інших гравців, у якому ти потрапиш у четвірку лідерів."
TID_TEAM_POPOVER_YOUR_ROOM,Це твоя команда
TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM,Команда зараз не б'ється
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM,Не можна вступити. Ти вже в цій команді.
TID_TEAM_AD_JOIN_FAIL_FULL,"Не можна вступити, команда вже набрана."
TID_HOMESCREEN_NOT_ENOUGH_TICKETS,Неможливо розпочати гру. Бракує квитків.
TID_HOMESCREEN_TEAMS_NOT_SUPPORTED,У цій події командна гра не підтримується.
TID_GAME_MODE_UNLOCKED,РОЗБЛОКОВАНО
TID_ERROR_SPECTATE_DISABLED,Спостереження тимчасово відключене з технічних причин.
TID_SPECTATE_FOLLOW,Натисни для прив'язки:
TID_SPECTATE_FOLLOWING,Відстежую:
TID_FIRST_WIN_INFO_TICKETED_EVENT,Отримай <cff8E1b>зоряний жетон</c> у своєму першому бою.
TID_FIRST_WIN_INFO_TEAM_SURVIVAL,"Отримай <cff8E1b>зоряний жетон</c> за свій перший бій проти інших гравців, у якому твоя команда потрапить у двійку лідерів."
TID_FIRST_WIN_INFO_SURVIVAL_COMBINED,"Щоб отримати <cff8E1b>зоряний жетон</c>, потрап у четвірку лідерів в одиночному режимі або в двійку — у парному."
TID_CONNECTING_WAIT_FOR_SPECTATE,Очікування ввімкнення...
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS,ДИВИТИСЯ РЕКЛАМУ ДЛЯ\nПОДВОЄННЯ ОДНІЄЇ НАГОРОДИ!\nСьогодні доступно ще <VIEWCOUNTREM> перегляди.
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW,ДИВИТИСЯ РЕКЛАМУ ДЛЯ\nПОДВОЄННЯ ОДНІЄЇ НАГОРОДИ!\nСьогодні доступний ще <VIEWCOUNTREM> перегляд.
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS,ОТРИМАЙ ЩЕ БІЛЬШЕ НАГОРОД!\nСьогодні доступно ще <VIEWCOUNTREM> перегляди.
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS,ОТРИМАЙ ЩЕ БІЛЬШЕ НАГОРОД!\nСьогодні доступний ще <VIEWCOUNTREM> перегляд.
TID_CANNON_DAMAGE,Пошкодження гармати
TID_CANNON_HEALTH,Здоров'я гармати
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER,"У цього гравця забагато запитів на дружбу, що очікують відповіді. Спробуй пізніше."
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU,Тобою відправлено забагато пропозицій дружити. Видали одну та спробуй знову.
TID_ADD_FRIEND_ERROR_GENERIC,Не вдалося відправити пропозицію дружити. Спробуй пізніше.
TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST,"Гравця, якого ти намагаєшся додати, не існує."
TID_ADD_FRIEND_ERROR_OWN_AVATAR,Відправити пропозицію дружити собі ж не можна!
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER,У твого друга забагато друзів. Спробуй пізніше.
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU,"У тебе забагато друзів. Видали кого-небудь, щоб додати нового друга."
TID_HINT_26,"Пенні може завдати значної шкоди розривною атакою, коли всі цілі вишикувані в ряд."
TID_HINT_27,"Зібравши команду перед боєм, можна обговорити план і підібрати вигідну комбінацію бійців."
TID_HINT_28,"Спробуй зіграти дружню гру, щоб потренуватися перед подіями, провести дружнє змагання та повеселитися!"
TID_HINT_29,"Після хорошої гри з новими товаришами по команді можна натиснути «Грати знову», щоб зіграти разом ще раз!"
